"term","tau","estimate","std.error","p.value"
"bs(Age, knots = c(21, 45, 60))4",0.9,9.9287471224002,8.65188642436743,0.25114159567539
"bs(Age, knots = c(21, 45, 60))5",0.9,120.661772058311,14.186755415399,0
"bs(Age, knots = c(21, 45, 60))6",0.9,216.303701062687,30.15490966196,7.33857419277228e-13
"TitleIXSome",0.9,-11.8916016766682,0.689729117641653,0
"TitleIXYes",0.9,-7.38984822495578,0.743249763148018,0
"GenderM",0.9,-62.3978550606241,8.57236205979365,3.36619621066347e-13
"bs(Age, knots = c(21, 45, 60))1:GenderM",0.9,40.6292585816462,8.95198480178223,5.66435811188981e-06
"bs(Age, knots = c(21, 45, 60))2:GenderM",0.9,34.3261097240507,8.59442836802255,6.49747280607738e-05
"bs(Age, knots = c(21, 45, 60))3:GenderM",0.9,11.7150404234795,8.83976842150051,0.185083466474417
"bs(Age, knots = c(21, 45, 60))4:GenderM",0.9,16.3854419671352,9.16586448846578,0.0738313786755915
"bs(Age, knots = c(21, 45, 60))5:GenderM",0.9,49.880695180882,15.390295595388,0.00119095666109414
"bs(Age, knots = c(21, 45, 60))6:GenderM",0.9,7.37346972902919,32.2288899116053,0.819036489487484
